File ID,Category,Original Description,Subcategory
004643,Idle,"a person is standing still, steps to the left, then stands still again.",standing and gesturing
M004643,Idle,"a person is standing still, steps to the right, then stands still again.",standing and gesturing
004644,Idle,"a person steps forward with right foot, grabs one item with each hand, and makes a sawing motion with right arm",gesturing
M004644,Idle,"a person steps forward with left foot, grabs one item with each hand, and makes a sawing motion with left arm",gesturing
004657,Idle,"a person picks up something with his right hand, then raises it slightly several times.",gesturing
M004657,Idle,"a person picks up something with his left hand, then raises it slightly several times.",gesturing
004665,Idle,body moves in counterclock motion once and then jumps into counterclock motion twice after while leaving a mark on the floor.,jumping and gesturing
M004665,Idle,body moves in counterclock motion once and then jumps into counterclock motion twice after while leaving a mark on the floor.,counterclockwise jumping
004695,Idle,a person moves sideways to the left and then sideways back to the right and then one more step to the left.,walking and turning around
M004695,Idle,a person moves sideways to the right and then sideways back to the left and then one more step to the right.,walking and turning around
004697,Idle,a man picks up object from the ground using his right hand then with left hand and then keeping his left hand near his stomach exercises with the right hand and then keeps back the object on the ground from left hand and then with right hand,gesturing
M004697,Idle,a man picks up object from the ground using his left hand then with right hand and then keeping his right hand near his stomach exercises with the left hand and then keeps back the object on the ground from right hand and then with left hand,gesturing
004710,Idle,a person seems to be limbering up and getting ready for some exercise-related event.,limbering up
M004710,Idle,a person seems to be limbering up and getting ready for some exercise-related event.,limbering up
004715,Idle,person is walking aroudn then running around.,walking and running around
M004715,Idle,person is walking aroudn then running around.,walking and running around
004718,Idle,"a person bends down at the waist and picks up something from the floor with both hands and places the object to the right side, then turns to the left side and grabs something waist high with both hands.","bending down and picking up, turning around, grabbing"
M004718,Idle,"a person bends down at the waist and picks up something from the floor with both hands and places the object to the left side, then turns to the right side and grabs something waist high with both hands.","bending down and picking up → bending down and picking up
turning around and grabbing → turning around and gesturing"
004725,Idle,a man sidesteps to the left while crossing one foot over the other and then sidesteps to the right.,stepping sideways
M004725,Idle,a man sidesteps to the right while crossing one foot over the other and then sidesteps to the left.,stepping sideways
004729,Idle,a person is doing jumping jacks.,jumping
M004729,Idle,a person is doing jumping jacks.,jumping
004732,Idle,"an upright person walks forwards, stumbling in a clumsy manner.",walking and gesturing
M004732,Idle,"an upleft person walks forwards, stumbling in a clumsy manner.",walking and gesturing
004737,Idle,robot started moving backward and then stopped.,moving backward and stopping
M004737,Idle,robot started moving backward and then stopped.,moving backwards and stopping
004745,Idle,a person leans to the right pouring something with the left hand to the right hand.,irrelevant
M004745,Idle,a person leans to the left pouring something with the right hand to the left hand.,pouring and leaning
004747,Idle,a person picks something up then sets it down,lifting
M004747,Idle,a person picks something up then sets it down,lifting
004752,Idle,"a standing person extends both of their hands forward, then drops their arms to their side.",standing and gesturing
M004752,Idle,"a standing person extends both of their hands forward, then drops their arms to their side.",standing and gesturing
004772,Idle,"a person steps left to right steadily, while gesturing towards something on the left hand side with their right arm.",walking and gesturing
