File ID,Category,Original Description,Subcategory
M006865,Crossing,person is walking straight ahead,walking
006873,Crossing,a person walks striding forwards.,walking
M006873,Crossing,a person walks striding forwards.,walking
006874,Crossing,"a person walks forward while he rubs his head with his right hand, and then puts both hands up to his ears momentarily",walking and gesturing
M006874,Crossing,"a person walks forward while he rubs his head with his left hand, and then puts both hands up to his ears momentarily",walking and gesturing
006892,Crossing,the person slowly walks forward and then stops and stands.,walking and standing
M006892,Crossing,the person slowly walks forward and then stops and stands.,walking and standing
006933,Crossing,a person walking rolling both arms clockwise to warm up shoulders,walking and gesturing
M006933,Crossing,a person walking rolling both arms counterclockwise to warm up shoulders,walking and gesturing
006934,Crossing,a man walks forward but seems to loose his balance,falling
M006934,Crossing,a man walks forward but seems to loose his balance,walking and falling
006950,Crossing,a person quickly runs forward.,running
M006950,Crossing,a person quickly runs forward.,running
007259,Crossing,walking forward and then stopping.,walking and stopping
007280,Crossing,the person is walking fast to the right.,walking and turning right
007292,Crossing,"a figure walks forward slowly, shifting their weight from side to side before turning and walking back the same way",walking and turning around
007310,Crossing,a person walks slowly while steadying himself with his left hand on something (table).,walking and gesturing
007320,Crossing,the person is running forward very fast.,running
014363,Crossing,"the person takes a few steps while holding their right knee, then switches to holding their left knee while walking.",walking and gesturing
014358,Crossing,a standing person slowly walks with their left foot first and then their right foot after in front of their left foot,walking
014357,Crossing,the figure takes five steps facing forward as on a runway show.,walking in a circle
014354,Crossing,the man is walking forward,walking
014337,Crossing,a person running very fast and then taking turn to their left,running and turning around
014334,Crossing,a person throws his arm over his head as if throwing something then bends down a catches something on the ground,throwing and catching
014333,Crossing,"a man walks in a counter clockwise circle, then begins to jog.","walking and turning around
jumping and running"
014323,Crossing,a person walking and taking a turn to the right,walking and turning around
014307,Crossing,person jogs forwards while turning slightly to the right.,jogging and gesturing
M014307,Crossing,person jogs forwards while turning slightly to the left.,jogging and gesturing
014297,Crossing,person starts with both arms extended out to body then moves forward one foot in front another same line then stops,walking and gesturing
M014297,Crossing,person starts with both arms extended out to body then moves forward one foot in front another same line then stops,walking and gesturing
014283,Crossing,"the toon is walking in a zig zag motion, shuffling a bit at the end of the ""plane"".",walking and gesturing
M014283,Crossing,"the toon is walking in a zig zag motion, shuffling a bit at the end of the ""plane"".",walking and gesturing
014271,Crossing,a person jumps over something.,jumping
M014271,Crossing,a person jumps over something.,jumping
014252,Crossing,"a person begins walking forward first with their left foot, taking wide awkward steps as if they are stepping around or over something; begins walking towards the right and then slowly continues to walk to the left, then continues to walk towards the right coming to a stop off to the right side.",walking and turning around
M014252,Crossing,"a person begins walking forward first with their right foot, taking wide awkward steps as if they are stepping around or over something; begins walking towards the left and then slowly continues to walk to the right, then continues to walk towards the left coming to a stop off to the left side.",walking and turning around
014249,Crossing,person is walking in circular motion,walking and turning around
M014249,Crossing,person is walking in circular motion,walking and turning around
